# {"t_start": 1574707751.4640615, "env_id": "AntBulletEnv-v0"} 
r,l,t
744.674176,1000,41957.163489
614.697458,1000,41961.625623
781.695045,1000,41966.317429
733.832402,1000,41970.799516
767.83708,1000,41975.509734
751.993883,1000,41980.007941
805.384829,1000,41984.66213
752.161822,1000,41989.166593
700.483721,1000,41993.842151
640.752505,1000,41998.358442
490.434679,1000,42003.039689
702.654434,1000,42007.533092
670.09343,1000,42012.234869
777.73736,1000,42016.741905
684.309109,1000,42021.464716
723.25076,1000,42025.951092
780.843045,1000,42030.627575
802.676492,1000,42035.095252
774.429453,1000,42039.797196
742.681903,1000,42044.281697
758.188192,1000,42048.973719
741.474912,1000,42053.443078
804.807905,1000,42058.130774
718.780051,1000,42062.630744
767.663745,1000,42067.324748
593.557294,1000,42071.808971
757.824375,1000,42076.509892
494.999272,1000,42081.000893
734.793463,1000,42085.677944
767.690838,1000,42090.16984
707.426807,1000,42094.862424
757.46034,1000,42099.340877
521.905787,1000,42104.040594
782.070914,1000,42108.516765
725.281329,1000,42113.201196
740.213314,1000,42117.647681
764.079985,1000,42122.342886
807.934471,1000,42126.834531
492.001219,1000,42131.529504
808.313828,1000,42136.00566
694.381963,1000,42140.726777
730.461693,1000,42145.188801
801.291255,1000,42149.875598
794.855098,1000,42154.357427
738.894594,1000,42158.848716
807.554979,1000,42163.51627
758.243337,1000,42167.997948
782.987806,1000,42172.669277
771.706269,1000,42177.195299
720.64156,1000,42181.857946
460.321704,1000,42186.365535
753.276065,1000,42191.038886
690.125505,1000,42195.536713
779.22828,1000,42200.192407
804.455794,1000,42204.697317
704.907823,1000,42209.341694
737.34894,1000,42213.84907
728.150236,1000,42218.52411
753.132666,1000,42223.025217
708.193951,1000,42227.689631
782.863132,1000,42232.184294
628.27333,1000,42236.874372
773.400104,1000,42241.371332
805.372297,1000,42246.031498
711.692871,1000,42250.529437
810.754982,1000,42255.183278
799.268939,1000,42259.696773
787.371053,1000,42264.368872
781.316261,1000,42268.879549
797.26756,1000,42273.55502
744.659708,1000,42278.063667
711.776472,1000,42282.719114
786.924077,1000,42287.213426
672.441098,1000,42291.873007
774.057899,1000,42296.347192
682.519605,1000,42301.006406
763.031836,1000,42305.478489
475.345181,1000,42310.178804
809.357516,1000,42314.692243
753.731423,1000,42319.354185
741.720053,1000,42323.877049
785.363308,1000,42328.544613
712.806257,1000,42333.026722
822.88734,1000,42337.675522
663.414519,1000,42342.188148
